time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pdh,pdl,pdc,sweep_prev_high,sweep_prev_low
2025-09-19T11:00:00+0700,1.1786,1.1792,1.17697,1.1773500000000001,7225,0.0022299999999999542,0.0032257142857142923,0.0022299999999999542,0.0012499999999999734,0.0005999999999999339,0.00038000000000004697,0.17040358744397074,0,0,,0,0,0,0,1.1820725823088234,1.184215740190584,1.1918,1.17497,1.17865,0,0
2025-09-19T15:00:00+0700,1.1773500000000001,1.17776,1.17508,1.17605,10377,0.0026800000000000157,0.0033000000000000173,0.0026800000000000157,0.0013000000000000789,0.0004099999999997994,0.0009700000000001374,0.36194029850751186,0,0,,0,0,0,0,1.1814990030413164,1.1838955150850707,1.1918,1.17497,1.17865,0,0
2025-09-19T19:00:00+0700,1.17604,1.17682,1.17283,1.17357,9243,0.003989999999999938,0.003527857142857146,0.003989999999999938,0.0024699999999999722,0.0007800000000000029,0.0007399999999999629,0.18546365914786325,0,1,,0,0,0,0,1.1807438598945244,1.183490592924872,1.1918,1.17497,1.17865,0,0
2025-09-19T23:00:00+0700,1.17357,1.17673,1.17349,1.17527,11405,0.0032400000000001317,0.003605000000000001,0.0032400000000001317,0.0017000000000000348,0.0014600000000000168,8.000000000008001e-05,0.5493827160493958,0,0,,0,0,0,0,1.1802225399045698,1.1831682167317399,1.1918,1.17497,1.17865,0,1
2025-09-20T03:00:00+0700,1.17527,1.17547,1.17399,1.17427,4192,0.0014799999999999258,0.003589999999999998,0.0014799999999999258,0.001000000000000112,0.00019999999999997797,0.00027999999999983594,0.1891891891890878,0,0,,0,0,0,0,1.17965563134223,1.1828192670559854,1.17934,1.17283,1.17527,0,0
2025-09-22T07:00:00+0700,1.17379,1.17478,1.17256,1.1734,3510,0.0022199999999998887,0.003627857142857135,0.0022199999999998887,0.00038999999999989043,0.0009900000000000464,0.0008399999999999519,0.3783783783783757,0,1,,0,0,0,0,1.1790598569286843,1.1824498840341822,1.17547,1.17399,1.17427,0,0
2025-09-22T11:00:00+0700,1.17342,1.17405,1.17259,1.17302,5217,0.0014600000000000168,0.0029421428571428615,0.0014600000000000168,0.00039999999999995595,0.0006300000000001305,0.00042999999999993044,0.2945205479451544,0,0,,0,0,0,0,1.178484632459286,1.1820800846602928,1.17547,1.17399,1.17427,0,0
2025-09-22T15:00:00+0700,1.17302,1.17686,1.17294,1.17619,7451,0.0039199999999999235,0.0030914285714285705,0.0039199999999999235,0.003170000000000117,0.0006699999999999484,7.999999999985796e-05,0.829081632653071,0,0,,0,0,0,0,1.1782660960345919,1.1818491009481245,1.17547,1.17399,1.17427,0,1
2025-09-22T19:00:00+0700,1.17619,1.17869,1.17611,1.17826,7204,0.0025800000000000267,0.003025714285714282,0.0025800000000000267,0.0020700000000000163,0.00042999999999993044,8.000000000008001e-05,0.833333333333362,0,0,,0,0,0,0,1.178265515459869,1.1817083518913354,1.17547,1.17399,1.17427,0,0
2025-09-22T23:00:00+0700,1.17828,1.17897,1.1762299999999999,1.17877,9122,0.0027400000000001867,0.002805714285714284,0.0027400000000001867,0.0004900000000001015,0.00019999999999997797,0.0020500000000001073,0.927007299270086,0,0,,0,0,0,0,1.178313561606548,1.1815931224054006,1.17547,1.17399,1.17427,0,0
2025-09-23T03:00:00+0700,1.17877,1.18023,1.17854,1.18008,3563,0.0016899999999999693,0.002547142857142859,0.0016899999999999693,0.0013099999999999223,0.00014999999999987246,0.0002300000000001745,0.9112426035503697,0,0,,0,0,0,0,1.178481793834496,1.1815337842718556,1.17897,1.17256,1.17877,0,0
2025-09-23T07:00:00+0700,1.17937,1.1807,1.17911,1.18059,3032,0.0015899999999999803,0.0023314285714285715,0.0015899999999999803,0.0012199999999999989,0.0001100000000000545,0.00025999999999992696,0.9308176100628579,0,0,,0,0,0,0,1.178682575374068,1.1814967731239396,1.17897,1.17256,1.17877,0,0
2025-09-23T11:00:00+0700,1.18059,1.1819600000000001,1.17963,1.17972,4764,0.0023300000000001653,0.0024050000000000065,0.0023300000000001653,0.0008699999999999264,0.0013700000000000934,9.000000000014552e-05,0.0386266094421198,1,0,,0,0,0,0,1.1787813777193947,1.1814270957465305,1.17897,1.17256,1.17877,0,0
